source_name,source_url,source_section,source_item_type,company_name,company_website,source_status,source_category,source_industry,source_business_model,raw_description,source_confidence,notes
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Inspired eLearning,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Kantola Training Solutions,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Kivuto,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,OneShield,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Pacific Fertility Centers,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Peerless Events and Tents,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,PrecisionMed,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Record Reproduction Services,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Scribsoft,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Triyam,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Advanced Network Solutions,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,"Answer 1, LLC",,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Appsian (Grey Heller),,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Ascentia Home Health Care,,,,,,,High,
Search Fund Partners,https://www.searchfunds.net/portfolio,Portfolio,operating company,Asset Recovery,,,,,,,High,
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Covalent Growth Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Alka Oaks Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Nico's Search Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Beacon Education Group,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Sakai Capital,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Catamaran Equity Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Highland Legacy Capital,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Astoria Growth Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Granville Peak,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Amana Succession Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Trident Equity Group,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Arcas Capital,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Ascenda Capital Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Palmetto & Pine,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Outlive Capital,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Lemont Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Octagon Search Equity,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Dune Peak Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Bedrock Succession,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Nexus Collaborative,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Spruce Legacy Partners,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,720 Fund,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Red Shirt Ventures,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Cintu Transmission,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Atropates Capital,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Vialterna,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Education Management & Networks,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,No-IP,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,VeloceIT,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Zeker & Mobiel,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Strategic Kids,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,SonarWiz,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Herchenbach Industrie-Zeltebau,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Reliable Premium Management,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Honolulu Ship Supply,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Apoplex,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Multi-Service-Gummersbach (MSG),,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Windmill Wellness Ranch,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Tacna Services,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,International Metals de Mexico (IMMSA),,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Growth 99,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,CRSS,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,BP Logix,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Leaseir,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,File On Q,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,All Essential Fire & Security,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Libnova,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Singu,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,Soft Restaurant,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Relay Investments,https://www.relayinvestments.com/portfolio,Portfolio,portfolio entity / search fund or operating company,NeoAssist,,,,,,,High,Source page has search fund and company sections; retained for source completeness
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Pelvic Health Solutions,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Best Self Aesthetics,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,MD Clarity,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Beryllium InfoSec,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Lineage,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Asclepian Group,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Harley Street Medical,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Aspire,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,eCard Systems,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Nuqleous,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,ProPoint Solutions,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Transifex,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Govineer Solutions,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Big Box Storage,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Union Software Group,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Circle Surrogacy,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,maxRTE,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,York Street,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,APA Medical Equipment,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Beartown Holdings,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Anterra,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Premier Tree Specialists,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Growth99,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,FMT Solutions,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Biometrics4ALL,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Radiant Health Partners,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Chronus,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Vitana Pediatric & Orthodontic Partners,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Risk Mitigation Consulting,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,AQC Traffic Control,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,AdComp Systems,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,ElderTree Care Management,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,FileOnQ,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Athena Aesthetics,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,Forio,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Hunter Search Capital,https://www.huntersearchcapital.com/portfolio-companies,Portfolio companies,operating company,4Ever Young,,,,,,,Medium,Combined rendered visible text and approved page logo alt text
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,1SEO Digital Agency,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,360 Smart Networks,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,AdComp Systems Group,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Advanced Network Solutions,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Air Crew Academy,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Altro Pharmaceuticals,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,American Security Systems,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Amici Pharmaceuticals,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Answer 1 Communications,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Apex,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Applied Data Corporation (ADC),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,AQC Traffic Control,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,AspenRidge,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Aspire Home Healthcare,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Atticus,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Automotive Business Solutions (ABS),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Avesta Ketamine & Wellness,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,AW Site Services Holdings,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Axero Solutions,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Aymira,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,BelleVie Wellness & Medical Aesthetics,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Big Box Storage LLC,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Bio Behavioral Institute,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Blu Digital Group,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Blue Sky Network,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,BNI,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Botanical Designs,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Bright Market LLC (dba FastSpring),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Briscoe Protective (fka Worldwide Security),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,BroadPeak Partners,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Broughton Pharmaceuticals, LLC",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Canadian Industrial Pumps Ltd.,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Canyonlands Camps,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Capin-Vyborny, LLC",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Caravel Autism Health,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,CarData,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Castle Tire Recycling,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,CatchAll Environmental,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Central Storage & Warehouse,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Cerbo,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Charter Impact,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Chronus Corporation,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Cicero Therapies,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,CITTA Brokerage Co.,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Climate Earth,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Community Resources and Support Services,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,ComplianceLine,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Comprehensive Mobile Care,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,ComputeNorth,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Concierge Plus,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Constellant,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Contract Sweeping Services, LLC",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Craftsman & Unity,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Current Ware & Code Work,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Design Communications (DCI),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,DHA Laboratory,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Domecile,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,DriveSafe,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,DSD Partners,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Dynamic Rubber,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Earth Development, Inc.",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Echosec Systems,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Eclipse Cash Systems,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,ElderTree,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Eleven Software,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Elk Analytics,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Emporos, Inc.",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Ennoble Care,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Environmental Monitoring and Technologies (EMT),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,ePac Flexible Packaging,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,EvoText,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,ExpensePoint,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Facilities Survey, Inc.",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Falcon Critical Care Transport,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Financial Insurance Management Corporation (FIMC),,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Fleetflo,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,FluidSecure,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Foster Heating and Cooling,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,GlobalCFO Group,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,GLP Canada,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Greenback Expat Tax Services,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Growth 99,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,HealthMark Group,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Health Training Educational Services,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Honolulu Ship Supply Co.,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,HousingWire,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,HRTMS,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,HRtoGo,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Hydro Flow Products, Inc.",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Integrated Computer Systems, Inc.",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,ISI Telemanagement Solutions,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"ISPN, Inc.",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Kantola Training Solutions, LLC",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,"Katonah Management Services, LLC",,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,KGHP,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Kivuto Solutions Inc.,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Kollath CPA,,,,,,,High,
Endurance Search Partners,https://www.endurancesearchpartners.com/investments,Investments,operating company,Kotter Group,,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,"We back early stage, high-growth startups outside the coasts",,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,Able,,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,Acadeum,,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,"Aceable, Inc.",,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,"Aclaimant, Inc.",,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,"Alert Media, Inc.",,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,Alias,,,,,,,High,
Next Coast Ventures,https://www.nextcoastventures.com/portfolio,Portfolio,operating company,Arcade,,,,,,,High,
